issue_type,row_ids,detail
MEDIUM_CONFIDENCE_DUPLICATE,730;731,"'School of Health Information Management, UDUTH, Sokoto' vs 'School of Health Information Management, UITH, Ilorin', ratio=0.88, states: Sokoto / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,730;732,"'School of Health Information Management, UDUTH, Sokoto' vs 'School of Health Information Management, UMTH, Maiduguri', ratio=0.84, states: Sokoto / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,730;733,"'School of Health Information Management, UDUTH, Sokoto' vs 'School of Health Information Management, UPTH, Port-Harcourt', ratio=0.86, states: Sokoto / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,730;735,"'School of Health Information Management, UDUTH, Sokoto' vs 'School of Health Information Management, University of Uyo', ratio=0.79, states: Sokoto / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,731;732,"'School of Health Information Management, UITH, Ilorin' vs 'School of Health Information Management, UMTH, Maiduguri', ratio=0.90, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,731;733,"'School of Health Information Management, UITH, Ilorin' vs 'School of Health Information Management, UPTH, Port-Harcourt', ratio=0.85, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,731;734,"'School of Health Information Management, UITH, Ilorin' vs 'School of Health Information Management, LUTH, Idi Araba, Lagos', ratio=0.84, states: unknown / Lagos."
MEDIUM_CONFIDENCE_DUPLICATE,731;735,"'School of Health Information Management, UITH, Ilorin' vs 'School of Health Information Management, University of Uyo', ratio=0.83, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,732;733,"'School of Health Information Management, UMTH, Maiduguri' vs 'School of Health Information Management, UPTH, Port-Harcourt', ratio=0.84, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,732;734,"'School of Health Information Management, UMTH, Maiduguri' vs 'School of Health Information Management, LUTH, Idi Araba, Lagos', ratio=0.82, states: unknown / Lagos."
MEDIUM_CONFIDENCE_DUPLICATE,732;735,"'School of Health Information Management, UMTH, Maiduguri' vs 'School of Health Information Management, University of Uyo', ratio=0.79, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,733;734,"'School of Health Information Management, UPTH, Port-Harcourt' vs 'School of Health Information Management, LUTH, Idi Araba, Lagos', ratio=0.81, states: unknown / Lagos."
MEDIUM_CONFIDENCE_DUPLICATE,733;735,"'School of Health Information Management, UPTH, Port-Harcourt' vs 'School of Health Information Management, University of Uyo', ratio=0.80, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,734;735,"'School of Health Information Management, LUTH, Idi Araba, Lagos' vs 'School of Health Information Management, University of Uyo', ratio=0.76, states: Lagos / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,500;501,"'Paramount Polytechnic, Ejigbo' vs 'Ronik Polytechnic, Ejigbo, Ikeja', ratio=0.75, states: Lagos / Lagos."
HIGH_CONFIDENCE_DUPLICATE,1028;1033,"'THE SIGNATURE COLLEGE OF NURSING SCIENCES, KARU, NASARAWA STATE' vs 'Signature College of Nursing Sciences Karu, Nassarawa State', ratio=0.95, states: Nasarawa / Nasarawa."
MEDIUM_CONFIDENCE_DUPLICATE,713;736,"'Millenneium College of Health Technology, Akure' vs 'School of Health Technology, Akure', ratio=0.77, states: unknown / unknown."
HIGH_CONFIDENCE_DUPLICATE,831;832,"'Iseyin Collage of Science and Health Technology, iseyin, Oyo State' vs 'Iseyin College of Science & Health Technology Iseyin, Oyo State', ratio=0.94, states: Oyo / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,544;545,"'Federal College of Animal Health & Production Technology, Ibadan,' vs 'Federal College of Animal Health & Production Technology, Vom', ratio=0.92, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,551;629,"'Federal College of Forestry Resources Management, Ishiagu' vs 'Federal College of Forest Resources Management, Ishiagu, Ebonyi State', ratio=0.87, states: unknown / Ebonyi."
HIGH_CONFIDENCE_DUPLICATE,553;619,"'Federal College of Freshwater Fisheries Technology, New Bussa' vs 'Federal College of Freshwater Fisheries Technology, Baga', ratio=0.92, states: unknown / Borno."
MEDIUM_CONFIDENCE_DUPLICATE,547;548,"'Federal College of Forestry, Ibadan' vs 'Federal College of Forestry, Jos', ratio=0.87, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,550;551,"'Federal College of Forestry Resources Management, Fugar' vs 'Federal College of Forestry Resources Management, Ishiagu', ratio=0.91, states: unknown / unknown."
HIGH_CONFIDENCE_DUPLICATE,550;552,"'Federal College of Forestry Resources Management, Fugar' vs 'Federal College of Forestry Resources Management, Maiduguri', ratio=0.93, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,551;552,"'Federal College of Forestry Resources Management, Ishiagu' vs 'Federal College of Forestry Resources Management, Maiduguri', ratio=0.91, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,550;629,"'Federal College of Forestry Resources Management, Fugar' vs 'Federal College of Forest Resources Management, Ishiagu, Ebonyi State', ratio=0.81, states: unknown / Ebonyi."
MEDIUM_CONFIDENCE_DUPLICATE,552;629,"'Federal College of Forestry Resources Management, Maiduguri' vs 'Federal College of Forest Resources Management, Ishiagu, Ebonyi State', ratio=0.81, states: unknown / Ebonyi."
HIGH_CONFIDENCE_DUPLICATE,555;556,"'Federal College of Land Resources Technology, Kuru' vs 'Federal College of Land Resources Technology, Owerri', ratio=0.92, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,554;639,"'Federal College of Horticultural Technology, Dadin Kowa' vs 'Federal College of Horticulture, Dadin-Kowa, Gombe State', ratio=0.77, states: unknown / Gombe."
MEDIUM_CONFIDENCE_DUPLICATE,565;566,"'School of Biomedical Engineering Technology, ABUTH, Shika-Zaria' vs 'School of Biomedical Engineering Technology, Luth, Idi Araba', ratio=0.89, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,565;568,"'School of Biomedical Engineering Technology, ABUTH, Shika-Zaria' vs 'School of Biomedical Engineering, UMTH, Maiduguri', ratio=0.75, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,566;567,"'School of Biomedical Engineering Technology, Luth, Idi Araba' vs 'School of Biomedical Engineering, UBTH, Benin', ratio=0.76, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,566;568,"'School of Biomedical Engineering Technology, Luth, Idi Araba' vs 'School of Biomedical Engineering, UMTH, Maiduguri', ratio=0.77, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,567;568,"'School of Biomedical Engineering, UBTH, Benin' vs 'School of Biomedical Engineering, UMTH, Maiduguri', ratio=0.85, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,573;582,"'College of Business and Management Studies, Konduga' vs 'Harvarde College of Business and Management Studies, Abeokuta', ratio=0.84, states: unknown / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,573;665,"'College of Business and Management Studies, Konduga' vs 'Pemgo College of Business and Management Studies Karu, Nasarawa State', ratio=0.77, states: unknown / Nasarawa."
MEDIUM_CONFIDENCE_DUPLICATE,573;670,"'College of Business and Management Studies, Konduga' vs 'Adecom College of Business and Management Studies, Ibadan', ratio=0.83, states: unknown / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,582;665,"'Harvarde College of Business and Management Studies, Abeokuta' vs 'Pemgo College of Business and Management Studies Karu, Nasarawa State', ratio=0.75, states: unknown / Nasarawa."
MEDIUM_CONFIDENCE_DUPLICATE,582;670,"'Harvarde College of Business and Management Studies, Abeokuta' vs 'Adecom College of Business and Management Studies, Ibadan', ratio=0.85, states: unknown / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,643;644,"'Khemsafe College of Management, Science and Technology' vs 'Khemsafe College of Management, Science, and Technology, Kaduna, Kaduna State', ratio=0.82, states: Kaduna / Kaduna."
MEDIUM_CONFIDENCE_DUPLICATE,857;888,"'College of Nursing Science, Ahmadu Bello University Teaching Hospital Zaria' vs 'College of Nursing Sciences, University of Uyo Teaching Hospital (UUTH)', ratio=0.79, states: unknown / Akwa Ibom."
MEDIUM_CONFIDENCE_DUPLICATE,857;890,"'College of Nursing Science, Ahmadu Bello University Teaching Hospital Zaria' vs 'College of Nursing Sciences, University of Uyo Teaching Hospital', ratio=0.81, states: unknown / Akwa Ibom."
MEDIUM_CONFIDENCE_DUPLICATE,857;910,"'College of Nursing Science, Ahmadu Bello University Teaching Hospital Zaria' vs 'College of Nursing Sciences, University of Maiduguri Teaching Hospital ,Maiduguri', ratio=0.77, states: unknown / Borno."
MEDIUM_CONFIDENCE_DUPLICATE,857;929,"'College of Nursing Science, Ahmadu Bello University Teaching Hospital Zaria' vs 'COLLEGE OF NURSING SCIENCES ALEX EKWUEME FEDERAL UNIVERSITY TEACHING HOSPITAL ABAKALIKI', ratio=0.78, states: unknown / Ebonyi."
MEDIUM_CONFIDENCE_DUPLICATE,857;1069,"'College of Nursing Science, Ahmadu Bello University Teaching Hospital Zaria' vs 'College of Nursing Sciences, Bowen University Teaching Hospital, Ogbomosho', ratio=0.81, states: unknown / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,857;1079,"'College of Nursing Science, Ahmadu Bello University Teaching Hospital Zaria' vs 'College of Nursing Sciences, University of Port- Harcourt Teaching Hospital', ratio=0.75, states: unknown / Rivers."
HIGH_CONFIDENCE_DUPLICATE,888;890,"'College of Nursing Sciences, University of Uyo Teaching Hospital (UUTH)' vs 'College of Nursing Sciences, University of Uyo Teaching Hospital', ratio=0.96, states: Akwa Ibom / Akwa Ibom."
MEDIUM_CONFIDENCE_DUPLICATE,701;722,"'Cross Rivers State College of Health Technology, Calabar' vs 'Rivers State College of Health Technology, Port Harcourt', ratio=0.80, states: Rivers / Rivers."
MEDIUM_CONFIDENCE_DUPLICATE,737;739,"'School of Orthopaedic Cast Technology, LASUTH Ikeja, Lagos State' vs 'School of Orthopedic Cast Technology, UITH, Ilorin', ratio=0.79, states: Lagos / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,738;739,"'School of Orthopaedic Cast Technology, NOH, Dala, Kano' vs 'School of Orthopedic Cast Technology, UITH, Ilorin', ratio=0.83, states: Kano / unknown."
MEDIUM_CONFIDENCE_DUPLICATE,739;776,"'School of Orthopedic Cast Technology, UITH, Ilorin' vs 'School of Orthopaedic Cast Technology, NOH, Enugu', ratio=0.85, states: unknown / Enugu."
MEDIUM_CONFIDENCE_DUPLICATE,941;945,"'COLLEGE OF NURSING SCIENCES, BISHOP SHANAHAN SPECIALIST HOPITAL NSUKKA.' vs 'College of Nursing Sciences Oji River Mission Specialist Hospital', ratio=0.76, states: Enugu / Enugu."
MEDIUM_CONFIDENCE_DUPLICATE,1004;1006,"'Cherish College of Nursing and Midwifery, Batsari' vs 'Cherish College of Nursing and Midwifery, Batsari, Katsina State', ratio=0.87, states: Katsina / Katsina."
MEDIUM_CONFIDENCE_DUPLICATE,925;927,"'Royal Mira College of Nursing Sciences' vs 'Royal Mira College of Nursing Sciences, Owa-Oyibu, Delta', ratio=0.81, states: Delta / Delta."
MEDIUM_CONFIDENCE_DUPLICATE,1077;1078,"'SAHLAN COLLEGE OF NURSING AND MIDWIFERY' vs 'Plateau State College of Nursing and Midwifery, VOM', ratio=0.78, states: Plateau / Plateau."
MEDIUM_CONFIDENCE_DUPLICATE,839;868,"'College of Nursing Sciences Tambuwal' vs 'College of Nursing Sciences, Tambuwal, Sokoto State', ratio=0.83, states: unknown / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,959;961,"'Merit College Of Nursing Sciences Orlu' vs 'Imo State College of Nursing Sciences, Orlu', ratio=0.86, states: Imo / Imo."
MEDIUM_CONFIDENCE_DUPLICATE,1032;1033,"'Kariyoma College of Nursing Sciences Lafia, Nassarawa State' vs 'Signature College of Nursing Sciences Karu, Nassarawa State', ratio=0.83, states: Nasarawa / Nasarawa."
MEDIUM_CONFIDENCE_DUPLICATE,1049;1051,"'CHEP COLLEGE OF NURSING SCIENCES LTD_GTE' vs 'Chep College of Nursing Sciences, Ota', ratio=0.88, states: Ogun / Ogun."
HIGH_CONFIDENCE_DUPLICATE,1064;1065,"'Adeniyi College of Nursing Sciences, Igbope, Oyo State' vs 'Adeniyi College of Nursing Sciences, Igbope, Oyo State', ratio=1.00, states: Oyo / Oyo."
HIGH_CONFIDENCE_DUPLICATE,1064;1066,"'Adeniyi College of Nursing Sciences, Igbope, Oyo State' vs 'Adeniyi College of Nursing Sciences, Igbope, Oyo State', ratio=1.00, states: Oyo / Oyo."
HIGH_CONFIDENCE_DUPLICATE,1065;1066,"'Adeniyi College of Nursing Sciences, Igbope, Oyo State' vs 'Adeniyi College of Nursing Sciences, Igbope, Oyo State', ratio=1.00, states: Oyo / Oyo."
MEDIUM_CONFIDENCE_DUPLICATE,1101;1332,"'Adesina College of Education, Share, Kwara State' vs 'Talent Finders College of Education, Ilala, Kwara State', ratio=0.80, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,1298;1305,"'Osisa Tech. College of Education, Enugu' vs 'Peaceland College of Education, Enugu', ratio=0.80, states: Enugu / Enugu."
MEDIUM_CONFIDENCE_DUPLICATE,1107;1266,"'AL HIKMA COLLEGE OF EDUCATION, ANKPA' vs 'Kogi State College of Education, Ankpa', ratio=0.78, states: Kogi / Kogi."
MEDIUM_CONFIDENCE_DUPLICATE,1107;1304,"'AL HIKMA COLLEGE OF EDUCATION, ANKPA' vs 'Peace College Of Education Ankpa', ratio=0.82, states: Kogi / Kogi."
MEDIUM_CONFIDENCE_DUPLICATE,1266;1304,"'Kogi State College of Education, Ankpa' vs 'Peace College Of Education Ankpa', ratio=0.83, states: Kogi / Kogi."
MEDIUM_CONFIDENCE_DUPLICATE,1108;1112,"'Al-fajr College of Education, Kano' vs 'Al-Mustafa College of Education, Kano', ratio=0.90, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,1108;1120,"'Al-fajr College of Education, Kano' vs 'Annur College of Education Kano', ratio=0.86, states: Kano / Kano."
HIGH_CONFIDENCE_DUPLICATE,1108;1170,"'Al-fajr College of Education, Kano' vs 'Dala College of Education, Kano', ratio=0.92, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,1108;1320,"'Al-fajr College of Education, Kano' vs 'S. Light College of Education, Kano', ratio=0.82, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,1112;1120,"'Al-Mustafa College of Education, Kano' vs 'Annur College of Education Kano', ratio=0.82, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,1112;1170,"'Al-Mustafa College of Education, Kano' vs 'Dala College of Education, Kano', ratio=0.88, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,1112;1320,"'Al-Mustafa College of Education, Kano' vs 'S. Light College of Education, Kano', ratio=0.82, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,1116;1120,"'Aminu Kano College of Education' vs 'Annur College of Education Kano', ratio=0.77, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,1120;1170,"'Annur College of Education Kano' vs 'Dala College of Education, Kano', ratio=0.87, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,1120;1320,"'Annur College of Education Kano' vs 'S. Light College of Education, Kano', ratio=0.80, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,1170;1320,"'Dala College of Education, Kano' vs 'S. Light College of Education, Kano', ratio=0.86, states: Kano / Kano."
MEDIUM_CONFIDENCE_DUPLICATE,1138;1205,"'Climax College of Education, Bauchi' vs 'Federal College of Education Bauchi', ratio=0.83, states: Bauchi / Bauchi."
MEDIUM_CONFIDENCE_DUPLICATE,1136;1250,"'Christian College of Education, Gombe' vs 'JIBWIS College of Education Gombe', ratio=0.83, states: Gombe / Gombe."
MEDIUM_CONFIDENCE_DUPLICATE,1157;1207,"'College of Education, Ikere-Ekiti' vs 'Federal College of Education Ilawe-Ekiti', ratio=0.79, states: Ekiti / Ekiti."
MEDIUM_CONFIDENCE_DUPLICATE,1158;1256,"'College of Education, Ila-Orangun, Osun State' vs 'Job College of Education, Ila-Orangun', ratio=0.80, states: Osun / Osun."
MEDIUM_CONFIDENCE_DUPLICATE,1187;1336,"'Elizabeth Memorial College of Education Nsukka' vs 'The College of Education, Nsukka', ratio=0.79, states: Enugu / Enugu."
MEDIUM_CONFIDENCE_DUPLICATE,1210;1325,"'Federal College of Education Sokoto' vs 'Shehu Shagari College of Education, Sokoto', ratio=0.78, states: Sokoto / Sokoto."
MEDIUM_CONFIDENCE_DUPLICATE,1211;1353,"'Federal College of Education, Abeokuta' vs 'Yewa Central College of Education, Ayetoro, Abeokuta', ratio=0.80, states: Ogun / Ogun."
MEDIUM_CONFIDENCE_DUPLICATE,1216;1224,"'Federal College of Education, Odugbo, Benue State' vs 'Gboko College of Education Benue State', ratio=0.76, states: Benue / Benue."
MEDIUM_CONFIDENCE_DUPLICATE,1221;1234,"'First De-Wise College of Education, Ilorin' vs 'His Grace College of Education, Ilorin', ratio=0.80, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,1221;1282,"'First De-Wise College of Education, Ilorin' vs 'Muhyideen College of Education, Ilorin', ratio=0.82, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,1234;1282,"'His Grace College of Education, Ilorin' vs 'Muhyideen College of Education, Ilorin', ratio=0.84, states: Kwara / Kwara."
MEDIUM_CONFIDENCE_DUPLICATE,1228;1234,"'Grace City College of Education' vs 'His Grace College of Education, Ilorin', ratio=0.75, states: Kwara / Kwara."
SAME_NAME_DIFFERENT_STATE,1249;1251,"'JIBWIS College of Education' vs 'JIBWIS College of Education Jos', ratio=0.93, states differ (Nasarawa vs Plateau)."
MEDIUM_CONFIDENCE_DUPLICATE,1265;1266,"'Kogi East College of Education' vs 'Kogi State College of Education, Ankpa', ratio=0.82, states: Kogi / Kogi."
MEDIUM_CONFIDENCE_DUPLICATE,1265;1267,"'Kogi East College of Education' vs 'Kogi State College of Education, Kabba', ratio=0.82, states: Kogi / Kogi."
HIGH_CONFIDENCE_DUPLICATE,1266;1267,"'Kogi State College of Education, Ankpa' vs 'Kogi State College of Education, Kabba', ratio=0.92, states: Kogi / Kogi."
SHORT_NAME_COLLISION,483,"Generated 'RAOLI' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,950,"Generated 'HCAGFA' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,990,"Generated 'FCBK' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,991,"Generated 'AIDCHK' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1011,"Generated 'KCK' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1066,"Generated 'ACIO' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1189,"Generated 'SOMETHINGEDU' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1190,"Generated 'SOMETHINGEDU' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1203,"Generated 'CG' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1264,"Generated 'NONE' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1283,"Generated 'NODOMAIN' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1293,"Generated 'OC' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1297,"Generated 'NODOMAIN' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1308,"Generated 'NODOMAIN' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1310,"Generated 'NODOMAIN' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1313,"Generated 'NODOMAIN' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1314,"Generated 'NODOMAIN' collides repeatedly, needs a manual short_name."
SHORT_NAME_COLLISION,1341,"Generated 'NONE' collides repeatedly, needs a manual short_name."
MISSING_STATE_AND_OWNERSHIP,536,'Yenagoa Polytechnic' has neither.
MISSING_STATE_AND_OWNERSHIP,747,"'Sultan Abdulrahman College of Health Technology Gwadabawa, Sokot State' has neither."
MISSING_STATE_AND_OWNERSHIP,754,"'School of Orthopedic Cast Technology, University of Ilorin Teaching Hospital, Ilorin' has neither."
